customer_id,ownership,activation_plan_code,mnp_flag,calls_incoming_cnt,calls_outgoing_cnt,calls_incoming_duration,calls_outgoing_duration,total_call_count,total_sum_duration,tot_usage_mb,upload_usage_mb,download_usage_mb,days_since_latch,cnt_open_qrc,avg_days_to_close,cnt_call_drops,pcnt_dropped_calls,rsrp_voice_pcnt_poor_duration,rsrp_data_pcnt_poor_duration,mean_cqi_voice_pcnt_poor_duration,sinr_voice_pcnt_poor_duration,sinr_data_pcnt_poor_duration,age_on_network,cnt_connections,current_plan_code,cnt_recharges_made,total_payment_made,cnt_main_plans_taken,total_main_plans_mrp,cnt_addon_plans_taken,total_addon_plans_mrp,cnt_rchg_offline,cnt_rchg_online,cnt_rchg_on_or_before_expiry,cnt_rchg_after_expiry,current_active_plan_mrp,current_active_plan_validity,last_cycle_plan_mrp,last_cycle_plan_validity,avg_days_bw_rchg_and_expiry,stddev_days_bw_rchg_and_expiry,price_per_day,gb_per_day_quota,pcnt_quota_used,device_avg_asp,recharge_delay
10036,corporate,8,0,8.0,27.0,13.59635132097241,49.00417349185677,35.0,62.60052481282918,18436.29870351168,1709.8161295155019,16726.482573996178,1,4,10,0.7540296190459506,2.1543703401312873,57.73452317930092,69.74427974382232,41.99167453952217,6.995892767117142,8.078475761888937,486,8,6,51,2712.0052015375604,11,584.9422983708464,40,2127.062903166714,27,24,42.0,9.0,500,120,999,180,-0.26092117324649866,3.99486702577941,4.166666666666667,2.0,30.006996587746873,30K_to_50K,-7.152996807699646
10037,individual,5,1,25.0,28.0,44.69629702817104,28.465052927460015,53.0,73.16134995563105,1529.4994018631314,48.52591561539421,1480.9734862477371,2,1,6,0.5951508416900502,1.1229261163963211,5.595282706909881,6.7591960731114735,20.40010161908826,63.14565708959676,72.91716400579816,387,7,6,41,2180.239475745882,14,744.47201610835,27,1435.7674596375318,22,19,34.0,7.0,300,90,500,120,1.1094644863484677,2.528471563842463,3.3333333333333335,1.5,3.3192261325154764,30K_to_50K,1.1142418614081198
10038,individual,5,0,20.0,63.0,33.77462273947849,92.35838723728259,83.0,126.13300997676107,15015.590664390393,619.3641735691573,14396.226490821235,3,9,7,5.41979048891924,6.529868058938843,33.02525192182722,39.89506246536239,11.563707780357369,19.70346875289586,22.752492075575002,362,3,7,39,2073.886330587546,17,904.0017338458536,22,1169.8845967416926,21,18,4.0,35.0,128,28,300,90,2.895462906950291,0.4884465718542358,4.571428571428571,1.0,48.87887586064581,20K_to_30K,-1.4723635699710975
10039,individual,6,0,40.0,156.0,51.6487564158799,191.15189928268066,196.0,242.80065569856055,14919.619060213885,394.1523261674961,14525.46673404639,7,2,14,7.9557111366350535,4.059036294201558,54.02202980831032,65.25952500861244,86.61966613217099,30.250586330149773,34.931728742284164,542,6,3,57,3031.064637012568,44,2339.7691934833856,13,691.2954435291822,30,27,5.0,52.0,1500,365,999,180,-0.8300949183166765,0.018092179532172285,4.109589041095891,3.0,16.188822764989023,10K_to_20K,-7.955741799945341
10040,individual,1,0,37.0,50.0,61.39999310391782,66.1370439415863,87.0,127.53703704550412,15301.502413684697,256.6143771261123,15044.888036558585,3,4,10,3.0547397437324464,3.5111951077384442,11.748187734624251,14.192009333859668,1.2177231448579962,66.40917723531753,76.68569924115249,1102,3,4,113,6008.952701445967,52,2765.1817741167283,61,3243.770927329239,58,55,28.0,85.0,500,120,2999,700,3.762200148530945,1.8273635415966911,4.166666666666667,2.0,24.90478908477327,less_10K,-2.46388728150883
10041,individual,1,0,15.0,21.0,26.457535641053134,41.60118941929276,36.0,68.05872506034589,15670.06468515112,296.93892977951623,15373.125755371602,1,5,11,1.454575078932113,4.0404863303669805,30.289003352967743,36.58962795016771,82.79052739644375,14.878143774161433,17.18046972166367,414,1,3,43,2286.5926209042177,17,904.0017338458536,26,1382.5908870583642,23,20,30.0,13.0,300,90,500,120,-2.4605022145538302,4.171628989947785,3.3333333333333335,1.5,34.006216764650866,30K_to_50K,-4.432601849900734
10042,individual,4,0,19.0,35.0,34.40198130964952,49.5939252929745,54.0,83.99590660262402,3823.027941728683,1648.0379351190027,2174.99000660968,2,2,7,2.1121748458953564,3.9114348998062156,25.62769003750896,30.95868268649371,14.438073825660824,12.005858001117407,13.863710621550085,295,6,10,31,1648.4737499542034,21,1116.708024162525,10,531.7657257916785,17,14,14.0,17.0,1500,365,500,120,0.6122787015970467,4.016743398459962,4.109589041095891,3.0,4.14825080482713,30K_to_50K,-2.374361993153772
10043,corporate,6,0,37.0,76.0,50.09434008429412,138.6194391657583,113.0,188.71377925005243,4867.411534099068,1757.581506482947,3109.8300276161217,4,2,11,2.394911501894927,2.1193907096415283,42.927380106588444,51.85700066362876,97.8854185469237,71.22743050021094,82.24955556525728,989,5,7,101,5370.833830495953,32,1701.6503225333713,69,3669.183507962582,52,49,65.0,36.0,300,90,2999,700,7.734821099754689,1.1048043945429575,3.3333333333333335,1.5,10.562959058374714,20K_to_30K,5.652065086840063
10044,individual,9,0,32.0,92.0,39.46786459875926,131.20571042584382,124.0,170.67357502460308,24043.20587667203,1813.1235451212224,22230.082331550806,4,4,13,2.5997479641185373,2.096570938805272,34.45359278508682,41.620522367877456,20.94382739335775,16.176891819130457,18.68019319532783,357,6,8,37,1967.5331854292106,25,1329.4143144791963,12,638.1188709500143,20,17,5.0,32.0,128,28,128,28,-0.6199916192534124,0.7554189550955476,4.571428571428571,1.0,78.26564412979177,50K_above,19.019588484166533
10045,individual,2,0,31.0,30.0,40.04218925878141,33.02648429069207,61.0,73.06867354947349,12158.09333296874,1138.6219790465339,11019.471353922205,2,3,5,3.482297656479694,5.7086846827535975,15.623799943335355,18.873814381828424,23.639173926751845,44.163398683001994,50.9974863394437,704,2,2,73,3881.8897982792532,15,797.6485886875178,58,3084.2412095917352,38,35,10.0,63.0,1500,365,1500,365,3.4694811633087927,0.6234962828519035,4.109589041095891,3.0,13.192375578308095,10K_to_20K,8.863473453675732
10046,individual,2,1,20.0,86.0,23.774723165737825,162.98880563967418,106.0,186.76352880541202,8113.4509850063505,1691.9331282177056,6421.517856788645,3,2,8,2.6960897841307885,2.543480928425272,27.981160010760576,33.80171418903836,6.465389995029436,23.60207196951749,27.254386635585305,274,7,7,29,1542.1206047958678,23,1223.0611693208607,6,319.05943547500715,16,13,3.0,26.0,500,120,99,15,-2.0400250413146646,2.3564398798526156,4.166666666666667,2.0,13.205486629242106,20K_to_30K,-0.8995119864522554
10047,individual,1,1,10.0,56.0,17.75702287482307,61.44925835228069,66.0,79.20628122710376,6000.602841862737,1174.3248186509718,4826.278023211765,2,10,8,3.691928195398628,5.593830599088831,10.564739782194753,12.7623842064439,9.223571040238355,85.69709182404236,98.95833201145243,337,3,2,35,1861.1800402708748,19,1010.3548790041892,16,850.8251612666855,19,16,7.0,28.0,500,120,300,90,3.4638100632670454,5.27507606752775,4.166666666666667,2.0,9.766606187927632,20K_to_30K,5.9729454996207565
10048,individual,10,0,35.0,18.0,68.65411490317616,25.291280758697877,53.0,93.94539566187404,2337.808377087694,771.7430703205246,1566.0653067671697,2,8,13,2.1937661302062743,4.139181377747687,77.42160076033423,93.52660218347818,45.83214129066763,63.34048537996539,73.14214109933955,326,1,3,35,1861.1800402708748,27,1435.767459637532,8,425.4125806333427,19,16,34.0,1.0,300,90,99,15,4.868715390614386,4.000215461567844,3.3333333333333335,1.5,5.073368873888225,30K_to_50K,10.70479978818325
10049,individual,6,0,15.0,9.0,20.22505203151135,15.655139688443677,24.0,35.88019171995503,4710.246526517423,245.21272679347229,4465.033799723951,1,4,12,0.770075646780344,3.2086485282514334,28.286386329950677,34.17043274110226,56.00507086568929,66.59610358225558,76.90155160099646,224,4,1,25,1329.4143144791963,7,372.236008054175,18,957.1783064250212,14,11,15.0,10.0,500,120,99,15,2.405407357222447,1.0853461220563065,4.166666666666667,2.0,7.666416872586952,30K_to_50K,4.939746467553135
10050,individual,10,0,8.0,144.0,12.494828933786787,222.50281560351598,152.0,234.99764453730276,4642.726388600429,1077.3567911300306,3565.369597470399,5,5,14,6.251293042304743,4.112692790989962,20.6995134778274,25.005362113672092,57.51195077243631,6.81026517546143,7.8641231338759665,427,2,4,45,2392.9457660625535,26,1382.5908870583642,19,1010.3548790041893,24,21,24.0,21.0,128,28,999,180,-0.27084537999273567,2.253197325156139,4.571428571428571,1.0,15.113041629558689,20K_to_30K,-2.5387692709506764
10051,individual,10,0,52.0,7.0,62.952612269522405,7.936283058428382,59.0,70.88889532795079,11427.724807400959,2972.2419096945177,8455.48289770644,2,6,10,1.8687126109993297,3.1673095101683555,13.339405039673677,16.114226730752733,44.24334732888353,7.878477397557164,9.097636401162646,636,7,10,65,3456.4772176459105,43,2286.5926209042177,22,1169.8845967416928,34,31,32.0,33.0,1500,365,999,180,-4.532237984173052,2.871942706935,4.109589041095891,3.0,12.399875008030556,50K_above,-11.764008876026285
10052,individual,8,0,123.0,74.0,186.07896363915876,96.91717052639063,197.0,282.9961341655494,26143.638283651977,2119.9898860585968,24023.64839759338,7,9,12,9.157321654681986,4.648386626742125,65.21161873526066,78.77673754219398,57.69241430621261,78.29498364994706,90.41078083222669,469,3,9,49,2605.6520563792246,24,1276.2377419000286,25,1329.414314479196,26,23,33.0,16.0,99,15,99,15,-2.207558341528317,6.547703047658514,6.6,0.5,170.20597840919257,20K_to_30K,-18.769458744446993
